spp,date,day,month,year,ccl,obs,area,geraci
Chelonia mydas,14/12/2006,14,12,2006,37,,south,
Caretta caretta,14/12/2006,14,12,2006,57,,south,
Caretta caretta,14/12/2006,14,12,2006,71,,south,
Caretta caretta,14/12/2006,14,12,2006,69,,south,
Chelonia mydas,14/12/2006,14,12,2006,46,,south,
Chelonia mydas,14/12/2006,14,12,2006,38,,south,
Chelonia mydas,14/12/2006,14,12,2006,40,,south,
Chelonia mydas,14/12/2006,14,12,2006,39,,south,
Chelonia mydas,14/12/2006,14,12,2006,38,,south,
Chelonia mydas,14/12/2006,14,12,2006,39,,south,
Caretta caretta,14/12/2006,14,12,2006,78,,south,
Caretta caretta,14/12/2006,14,12,2006,57,,south,
Caretta caretta,14/12/2006,14,12,2006,80,,south,
Caretta caretta,14/12/2006,14,12,2006,81,,south,
Caretta caretta,14/12/2006,14,12,2006,60,,south,
Caretta caretta,14/12/2006,14,12,2006,79,,south,
Caretta caretta,14/12/2006,14,12,2006,68,,south,
Chelonia mydas,14/12/2006,14,12,2006,38,,south,
Chelonia mydas,14/12/2006,14,12,2006,78,,south,
Caretta caretta,14/12/2006,14,12,2006,62,,south,
Caretta caretta,14/12/2006,14,12,2006,66,,south,
Caretta caretta,14/12/2006,14,12,2006,67,,south,
Caretta caretta,14/12/2006,14,12,2006,67,,south,
Caretta caretta,14/12/2006,14,12,2006,68,,south,
Chelonia mydas,14/12/2006,14,12,2006,33.5,,south,
Chelonia mydas,14/12/2006,14,12,2006,43,,south,
Chelonia mydas,14/12/2006,14,12,2006,49,,south,
Chelonia mydas,14/12/2006,14,12,2006,46,,south,
Chelonia mydas,14/12/2006,14,12,2006,33,,south,
Chelonia mydas,19/12/2006,19,12,2006,41,,south,
Caretta caretta,19/12/2006,19,12,2006,67,,south,
Caretta caretta,19/12/2006,19,12,2006,,,south,
Caretta caretta,19/12/2006,19,12,2006,67,,south,
Caretta caretta,19/12/2006,19,12,2006,,,south,
Caretta caretta,19/12/2006,19,12,2006,66,,south,
Caretta caretta,19/12/2006,19,12,2006,70,,south,
Caretta caretta,19/12/2006,19,12,2006,61,,south,
Caretta caretta,19/12/2006,19,12,2006,59,,south,
Chelonia mydas,19/12/2006,19,12,2006,48,,south,
Caretta caretta,19/12/2006,19,12,2006,,,south,
Caretta caretta,19/12/2006,19,12,2006,84,,south,
Chelonia mydas,19/12/2006,19,12,2006,44,,south,
Chelonia mydas,19/12/2006,19,12,2006,44,Recolhida para o CRAM,south,
Chelonia mydas,19/12/2006,19,12,2006,43,,south,
Chelonia mydas,19/12/2006,19,12,2006,41,,south,
Chelonia mydas,19/12/2006,19,12,2006,35,,south,
Caretta caretta,19/12/2006,19,12,2006,,,south,
Caretta caretta,19/12/2006,19,12,2006,66,,south,
Caretta caretta,19/12/2006,19,12,2006,73,,south,
Caretta caretta,19/12/2006,19,12,2006,62,,south,
Caretta caretta,19/12/2006,19,12,2006,60,,south,
Caretta caretta,19/12/2006,19,12,2006,60,,south,
Caretta caretta,19/12/2006,19,12,2006,64,,south,
Caretta caretta,19/12/2006,19,12,2006,57,,south,
Caretta caretta,19/12/2006,19,12,2006,67,,south,
Caretta caretta,19/12/2006,19,12,2006,59,,south,
Caretta caretta,19/12/2006,19,12,2006,80,,south,
Caretta caretta,19/12/2006,19,12,2006,87,,south,
Caretta caretta,19/12/2006,19,12,2006,76,,south,
Caretta caretta,19/12/2006,19,12,2006,81,,south,
Caretta caretta,19/12/2006,19,12,2006,53,,south,
Chelonia mydas,19/12/2006,19,12,2006,50,,south,
Caretta caretta,19/12/2006,19,12,2006,52.5,,south,
Chelonia mydas,19/12/2006,19,12,2006,35,,south,
Caretta caretta,19/12/2006,19,12,2006,83,,south,
Caretta caretta,19/12/2006,19,12,2006,57,,south,
Caretta caretta,19/12/2006,19,12,2006,70,,south,
Caretta caretta,19/12/2006,19,12,2006,80,,south,
Caretta caretta,19/12/2006,19,12,2006,80,,south,
Caretta caretta,19/12/2006,19,12,2006,69,,south,
Caretta caretta,19/12/2006,19,12,2006,,,south,
Chelonia mydas,19/12/2006,19,12,2006,39,,south,
Chelonia mydas,19/12/2006,19,12,2006,39,,south,
Chelonia mydas,19/12/2006,19,12,2006,41,,south,
Chelonia mydas,19/12/2006,19,12,2006,44,,south,
Chelonia mydas,19/12/2006,19,12,2006,44,,south,
Chelonia mydas,19/12/2006,19,12,2006,36,,south,
Chelonia mydas,19/12/2006,19,12,2006,58,,south,
Chelonia mydas,19/12/2006,19,12,2006,38,,south,
Chelonia mydas,19/12/2006,19,12,2006,44,Recolhida e levada para o CRAM,south,
Chelonia mydas,19/12/2006,19,12,2006,37.5,,south,
Caretta caretta,19/12/2006,19,12,2006,65,,south,
Caretta caretta,19/12/2006,19,12,2006,87,,south,
Caretta caretta,19/12/2006,19,12,2006,72,,south,
Caretta caretta,19/12/2006,19,12,2006,71,,south,
Caretta caretta,19/12/2006,19,12,2006,66,,south,
Caretta caretta,19/12/2006,19,12,2006,89,,south,
Caretta caretta,19/12/2006,19,12,2006,67,,south,
Caretta caretta,19/12/2006,19,12,2006,66,,south,
Caretta caretta,19/12/2006,19,12,2006,67,,south,
Caretta caretta,19/12/2006,19,12,2006,64,,south,
Caretta caretta,19/12/2006,19,12,2006,66,,south,
Chelonia mydas,19/12/2006,19,12,2006,38,,south,
Chelonia mydas,19/12/2006,19,12,2006,53,,south,
Chelonia mydas,19/12/2006,19,12,2006,37,,south,
Chelonia mydas,19/12/2006,19,12,2006,42,,south,
Chelonia mydas,19/12/2006,19,12,2006,36.5,,south,
Caretta caretta,19/12/2006,19,12,2006,68,,south,
Caretta caretta,19/12/2006,19,12,2006,,,south,
Caretta caretta,19/12/2006,19,12,2006,65,,south,
Caretta caretta,19/12/2006,19,12,2006,62,,south,
Caretta caretta,19/12/2006,19,12,2006,56,,south,
Caretta caretta,19/12/2006,19,12,2006,68,,south,
Caretta caretta,19/12/2006,19,12,2006,60,,south,
Chelonia mydas,19/12/2006,19,12,2006,39,,south,
Caretta caretta,19/12/2006,19,12,2006,93,,south,
Caretta caretta,19/12/2006,19,12,2006,56,,south,
Caretta caretta,19/12/2006,19,12,2006,64,,south,
Caretta caretta,19/12/2006,19,12,2006,70,,south,
Caretta caretta,19/12/2006,19,12,2006,50,,south,
Caretta caretta,19/12/2006,19,12,2006,86,,south,
Chelonia mydas,19/12/2006,19,12,2006,37,,south,
Chelonia mydas,19/12/2006,19,12,2006,43,,south,
Chelonia mydas,19/12/2006,19,12,2006,38,,south,
Chelonia mydas,19/12/2006,19,12,2006,40,,south,
Chelonia mydas,19/12/2006,19,12,2006,41,,south,
Chelonia mydas,16/1/2007,16,1,2007,39,,south,
Caretta caretta,16/1/2007,16,1,2007,,,south,
Caretta caretta,16/1/2007,16,1,2007,65.5,,south,
Caretta caretta,16/1/2007,16,1,2007,69,,south,
Caretta caretta,16/1/2007,16,1,2007,,,south,
Caretta caretta,16/1/2007,16,1,2007,56.5,,south,
Chelonia mydas,16/1/2007,16,1,2007,38.5,,south,
Caretta caretta,16/1/2007,16,1,2007,73,,south,
Caretta caretta,16/1/2007,16,1,2007,,,south,
Chelonia mydas,16/1/2007,16,1,2007,54,Casco cobertos por algas e mexil›es,south,
Chelonia mydas,16/1/2007,16,1,2007,37,,south,
Caretta caretta,16/1/2007,16,1,2007,64,,south,
Chelonia mydas,16/1/2007,16,1,2007,35,O casco continha algas e hidrozo‡rios,south,
Chelonia mydas,16/1/2007,16,1,2007,,,south,
Chelonia mydas,16/1/2007,16,1,2007,46.5,,south,
Caretta caretta,16/1/2007,16,1,2007,,,south,
Caretta caretta,16/1/2007,16,1,2007,75,,south,
Chelonia mydas,16/1/2007,16,1,2007,,,south,
Caretta caretta,16/1/2007,16,1,2007,,,south,
Caretta caretta,16/1/2007,16,1,2007,,,south,
Caretta caretta,16/1/2007,16,1,2007,,,south,
Chelonia mydas,16/1/2007,16,1,2007,48,,south,
Chelonia mydas,16/1/2007,16,1,2007,36,,south,
Chelonia mydas,16/1/2007,16,1,2007,43.5,,south,
Caretta caretta,16/1/2007,16,1,2007,84,,south,
Caretta caretta,16/1/2007,16,1,2007,59.5,,south,
Caretta caretta,16/1/2007,16,1,2007,66,,south,
Caretta caretta,16/1/2007,16,1,2007,80,,south,
Caretta caretta,16/1/2007,16,1,2007,61.5,,south,
Caretta caretta,16/1/2007,16,1,2007,68,,south,
Caretta caretta,16/1/2007,16,1,2007,,,south,
Caretta caretta,16/1/2007,16,1,2007,89,,south,
Caretta caretta,16/1/2007,16,1,2007,62.5,,south,
Caretta caretta,16/1/2007,16,1,2007,92.5,,south,
Caretta caretta,16/1/2007,16,1,2007,76,,south,
Chelonia mydas,16/1/2007,16,1,2007,37,,south,
Chelonia mydas,16/1/2007,16,1,2007,,,south,
Chelonia mydas,16/1/2007,16,1,2007,35,,south,
Caretta caretta,16/1/2007,16,1,2007,,,south,
Caretta caretta,16/1/2007,16,1,2007,,,south,
Chelonia mydas,25/1/2007,25,1,2007,45.5,,south,
Caretta caretta,25/1/2007,25,1,2007,79,,south,
Chelonia mydas,25/1/2007,25,1,2007,41,,south,
Caretta caretta,25/1/2007,25,1,2007,83,,south,
Caretta caretta,25/1/2007,25,1,2007,60,,south,
Caretta caretta,25/1/2007,25,1,2007,88,,south,
Caretta caretta,25/1/2007,25,1,2007,67,,south,
Chelonia mydas,25/1/2007,25,1,2007,36,,south,
Chelonia mydas,25/1/2007,25,1,2007,36,,south,
Caretta caretta,29/1/2007,29,1,2007,57,,south,
Caretta caretta,29/1/2007,29,1,2007,72,,south,
Chelonia mydas,29/1/2007,29,1,2007,45,,south,
Caretta caretta,29/1/2007,29,1,2007,81,,south,
Chelonia mydas,29/1/2007,29,1,2007,31,,south,
Caretta caretta,29/1/2007,29,1,2007,115,,south,
Caretta caretta,29/1/2007,29,1,2007,98,,south,
Chelonia mydas,29/1/2007,29,1,2007,39,,south,
Chelonia mydas,29/1/2007,29,1,2007,59,,south,
Chelonia mydas,29/1/2007,29,1,2007,49,,south,
Chelonia mydas,29/1/2007,29,1,2007,47,,south,
Chelonia mydas,29/1/2007,29,1,2007,42,Coletada,south,
Chelonia mydas,29/1/2007,29,1,2007,40,,south,
Chelonia mydas,29/1/2007,29,1,2007,35,,south,
Chelonia mydas,29/1/2007,29,1,2007,50,,south,
Caretta caretta,29/1/2007,29,1,2007,86,,south,
Caretta caretta,29/1/2007,29,1,2007,,,south,
Caretta caretta,29/1/2007,29,1,2007,72,,south,
Caretta caretta,29/1/2007,29,1,2007,84,,south,
Caretta caretta,29/1/2007,29,1,2007,86,,south,
Chelonia mydas,29/1/2007,29,1,2007,32.5,,south,
Caretta caretta,29/1/2007,29,1,2007,,,south,
Caretta caretta,29/1/2007,29,1,2007,68,Coleta do trato digestivo.,south,
Chelonia mydas,29/1/2007,29,1,2007,42,Coletada,south,
Chelonia mydas,29/1/2007,29,1,2007,39,,south,
Chelonia mydas,29/1/2007,29,1,2007,56,Foto com saco pl‡stico - coletado o trato digestivo.,south,
Chelonia mydas,29/1/2007,29,1,2007,45,,south,
Caretta caretta,15/2/2007,15,2,2007,86,,south,
Caretta caretta,15/2/2007,15,2,2007,,,south,
Chelonia mydas,15/2/2007,15,2,2007,43,Foi coletada,south,
Chelonia mydas,15/2/2007,15,2,2007,37,Foi coletada - Cm 248,south,
Caretta caretta,15/2/2007,15,2,2007,63,,south,
Caretta caretta,15/2/2007,15,2,2007,101,Coleta de material - Cc 336,south,
Caretta caretta,15/2/2007,15,2,2007,86,,south,
Chelonia mydas,15/2/2007,15,2,2007,37.5,Coleta de material - Cm 247,south,
Chelonia mydas,15/2/2007,15,2,2007,42,,south,
Chelonia mydas,15/2/2007,15,2,2007,41,Foi coletada - Cm 249,south,
Chelonia mydas,26/2/2007,26,2,2007,29,,south,
Chelonia mydas,26/2/2007,26,2,2007,41,,south,
Caretta caretta,26/2/2007,26,2,2007,94,,south,
Caretta caretta,26/2/2007,26,2,2007,89,,south,
Caretta caretta,26/2/2007,26,2,2007,61,,south,
Caretta caretta,26/2/2007,26,2,2007,84,,south,
Chelonia mydas,26/2/2007,26,2,2007,32,,south,
Chelonia mydas,26/2/2007,26,2,2007,,,south,
Caretta caretta,26/2/2007,26,2,2007,,,south,
Caretta caretta,26/2/2007,26,2,2007,81,,south,
Caretta caretta,26/2/2007,26,2,2007,73,,south,
Chelonia mydas,26/2/2007,26,2,2007,43,,south,
Caretta caretta,26/2/2007,26,2,2007,,,south,
Caretta caretta,26/2/2007,26,2,2007,,,south,
Caretta caretta,26/2/2007,26,2,2007,87,,south,
Caretta caretta,26/2/2007,26,2,2007,67,,south,
Caretta caretta,26/2/2007,26,2,2007,,Comida por urubu,south,
Chelonia mydas,26/2/2007,26,2,2007,46,,south,
Chelonia mydas,26/2/2007,26,2,2007,33,cm 251: foi coletada inteira,south,
Chelonia mydas,26/2/2007,26,2,2007,36,,south,
Chelonia mydas,26/2/2007,26,2,2007,43.5,cm 250,south,
Caretta caretta,26/2/2007,26,2,2007,,,south,
Chelonia mydas,26/2/2007,26,2,2007,49,,south,
Chelonia mydas,26/2/2007,26,2,2007,41,,south,
Chelonia mydas,26/2/2007,26,2,2007,38,Foi coletado o trato: est™mago perfurado com presença de res’duos s—lidos,south,
Caretta caretta,26/2/2007,26,2,2007,,,south,
Caretta caretta,26/2/2007,26,2,2007,63,,south,
Caretta caretta,26/2/2007,26,2,2007,76,,south,
Chelonia mydas,26/2/2007,26,2,2007,,,south,
Chelonia mydas,26/2/2007,26,2,2007,,ƒ outro animal mesmo,south,
Chelonia mydas,26/2/2007,26,2,2007,,,south,
Chelonia mydas,26/2/2007,26,2,2007,51,cm 252: foi coletado o trato: o est™mago estava perfurado,south,
Caretta caretta,26/2/2007,26,2,2007,67,,south,
Caretta caretta,26/2/2007,26,2,2007,,,south,
Caretta caretta,26/2/2007,26,2,2007,58,,south,
Chelonia mydas,26/2/2007,26,2,2007,,,south,
Chelonia mydas,26/2/2007,26,2,2007,,,south,
Chelonia mydas,26/2/2007,26,2,2007,42,,south,
Chelonia mydas,15/3/2007,15,3,2007,35,,south,
Chelonia mydas,15/3/2007,15,3,2007,,,south,
Chelonia mydas,15/3/2007,15,3,2007,33,,south,
Caretta caretta,15/3/2007,15,3,2007,85,,south,
Caretta caretta,15/3/2007,15,3,2007,,,south,
Chelonia mydas,15/3/2007,15,3,2007,53,# 257,south,
Caretta caretta,15/3/2007,15,3,2007,61,,south,
Caretta caretta,15/3/2007,15,3,2007,95,,south,
Chelonia mydas,15/3/2007,15,3,2007,49.5,# 258. Muitas lepas. Sem a nadadeira anterior direita por_m com boa cicatrizaç‹o.,south,
Chelonia mydas,15/3/2007,15,3,2007,35,,south,
Caretta caretta,15/3/2007,15,3,2007,86,,south,
Caretta caretta,15/3/2007,15,3,2007,72,,south,
Caretta caretta,15/3/2007,15,3,2007,,,south,
Caretta caretta,15/3/2007,15,3,2007,58,,south,
Chelonia mydas,15/3/2007,15,3,2007,39.5,,south,
Caretta caretta,15/3/2007,15,3,2007,79,,south,
Caretta caretta,15/3/2007,15,3,2007,73,,south,
Caretta caretta,15/3/2007,15,3,2007,,,south,
Chelonia mydas,15/3/2007,15,3,2007,44.5,,south,
Chelonia mydas,15/3/2007,15,3,2007,43,,south,
Chelonia mydas,15/3/2007,15,3,2007,,,south,
Caretta caretta,15/3/2007,15,3,2007,,,south,
Caretta caretta,15/3/2007,15,3,2007,78,,south,
Caretta caretta,15/3/2007,15,3,2007,67,,south,
Caretta caretta,15/3/2007,15,3,2007,,,south,
Caretta caretta,15/3/2007,15,3,2007,,,south,
Chelonia mydas,15/3/2007,15,3,2007,,,south,
Chelonia mydas,15/3/2007,15,3,2007,,,south,
Chelonia mydas,15/3/2007,15,3,2007,59,,south,
Caretta caretta,29/3/2007,29,3,2007,102,,south,
Chelonia mydas,29/3/2007,29,3,2007,40,,south,
Caretta caretta,29/3/2007,29,3,2007,,,south,
Caretta caretta,29/3/2007,29,3,2007,99,,south,
Caretta caretta,29/3/2007,29,3,2007,75,,south,
Caretta caretta,29/3/2007,29,3,2007,62,,south,
Caretta caretta,29/3/2007,29,3,2007,106,Coleta. # 337,south,
Chelonia mydas,29/3/2007,29,3,2007,51,,south,
Chelonia mydas,29/3/2007,29,3,2007,45,,south,
Chelonia mydas,29/3/2007,29,3,2007,37,Removida ao CRAM com a nadadeira anterior esquerda com les‹o.,south,
Caretta caretta,29/3/2007,29,3,2007,81,,south,
Caretta caretta,29/3/2007,29,3,2007,71,,south,
Caretta caretta,29/3/2007,29,3,2007,78,,south,
Chelonia mydas,29/3/2007,29,3,2007,36,,south,
Chelonia mydas,29/3/2007,29,3,2007,44,Removida do CRAM.,south,
Chelonia mydas,29/3/2007,29,3,2007,48,# 263. Foi coletado o trato.,south,
Chelonia mydas,5/4/07,5,4,2007,,,south,
Chelonia mydas,5/4/07,5,4,2007,42,S— o casco.,south,
Chelonia mydas,5/4/07,5,4,2007,39,Foi coletada inteira (# 265).,south,
Chelonia mydas,5/4/07,5,4,2007,42,S— o casco.,south,
Chelonia mydas,5/4/07,5,4,2007,41.5,,south,
Chelonia mydas,5/4/07,5,4,2007,29.5,Foi coletada amostra (# 267),south,
Chelonia mydas,5/4/07,5,4,2007,44,,south,
Caretta caretta,5/4/07,5,4,2007,,,south,
Caretta caretta,5/4/07,5,4,2007,58,Foi coletada amostra (# 341). Sem cabeça.,south,
Caretta caretta,5/4/07,5,4,2007,75,,south,
Chelonia mydas,5/4/07,5,4,2007,40,Foi coletada amostra (# 269).,south,
Caretta caretta,5/4/07,5,4,2007,83,,south,
Chelonia mydas,5/4/07,5,4,2007,31,Foi removida ao CRAM. Faltavam pedaços nas 2 nadadeiras posteriores.,south,
Chelonia mydas,5/4/07,5,4,2007,34.5,Foi colatada inteira (# 270).,south,
Caretta caretta,5/4/07,5,4,2007,,,south,
Caretta caretta,5/4/07,5,4,2007,100,Foi coletada amostra (# 342).,south,
Caretta caretta,5/4/07,5,4,2007,81,Foi coletado o trato digestivo (# 343).,south,
Caretta caretta,5/4/07,5,4,2007,54,Foi coletada amostra (# 344).,south,
Caretta caretta,5/4/07,5,4,2007,,,south,
Caretta caretta,5/4/07,5,4,2007,,,south,
Chelonia mydas,5/4/07,5,4,2007,,,south,
Chelonia mydas,5/4/07,5,4,2007,42,Foi coletada amostra (# 266).,south,
Chelonia mydas,5/4/07,5,4,2007,51.5,Foi coletada amostra (# 268).,south,
Caretta caretta,5/4/07,5,4,2007,66,Foi coletada amostra (# 339).,south,
Caretta caretta,5/4/07,5,4,2007,95,Foi coletada amostra (# 340). Casco meio aberto.,south,
Chelonia mydas,5/4/07,5,4,2007,38,,south,
Chelonia mydas,23/4/2007,23,4,2007,45,Foi coletada amostra (# 273).,south,
Caretta caretta,23/4/2007,23,4,2007,56,,south,
Caretta caretta,23/4/2007,23,4,2007,,Estava se quebrando toda (O casco estava rompendo ao meio).,south,
Chelonia mydas,23/4/2007,23,4,2007,37,Foi coletada amostra (# 271). N‹o foi coletado o indiv’duo pois estava toda aberta.,south,
Chelonia mydas,23/4/2007,23,4,2007,39,Foi coletada amostra (# 272).,south,
Caretta caretta,22/5/2007,22,5,2007,69,,south,
Caretta caretta,22/5/2007,22,5,2007,53,,south,
Caretta caretta,22/5/2007,22,5,2007,51,,south,
Caretta caretta,22/5/2007,22,5,2007,59,,south,
Caretta caretta,22/5/2007,22,5,2007,102,,south,
Caretta caretta,22/5/2007,22,5,2007,97,,south,
Chelonia mydas,22/5/2007,22,5,2007,35,,south,
Caretta caretta,24/5/2007,24,5,2007,,,south,
Caretta caretta,31/7/2007,31,7,2007,,,south,
Caretta caretta,25/10/2007,25,10,2007,82,,south,
Chelonia mydas,27/10/2007,27,10,2007,36,Introduzida no ambiente,south,
Caretta caretta,27/10/2007,27,10,2007,68,,south,
Chelonia mydas,22/11/2007,22,11,2007,48,,south,
Chelonia mydas,22/11/2007,22,11,2007,43,,south,
Chelonia mydas,22/11/2007,22,11,2007,43,,south,
Chelonia mydas,22/11/2007,22,11,2007,57,,south,
Chelonia mydas,22/11/2007,22,11,2007,50,,south,
Caretta caretta,22/11/2007,22,11,2007,71,,south,
Caretta caretta,22/11/2007,22,11,2007,70,,south,
Chelonia mydas,22/11/2007,22,11,2007,36,,south,
Chelonia mydas,22/11/2007,22,11,2007,48,Sem cabeça,south,
Chelonia mydas,22/11/2007,22,11,2007,58,,south,
Chelonia mydas,27/11/2007,27,11,2007,40,,south,
Chelonia mydas,27/11/2007,27,11,2007,43,,south,
Chelonia mydas,27/11/2007,27,11,2007,30,,south,
Chelonia mydas,27/11/2007,27,11,2007,37,,south,
Chelonia mydas,27/11/2007,27,11,2007,45,,south,
Chelonia mydas,27/11/2007,27,11,2007,41,,south,
Chelonia mydas,27/11/2007,27,11,2007,52,,south,
Chelonia mydas,27/11/2007,27,11,2007,39,,south,
Chelonia mydas,27/11/2007,27,11,2007,43,,south,
Chelonia mydas,21/12/2007,21,12,2007,41,,south,
Chelonia mydas,21/12/2007,21,12,2007,42,,south,
Chelonia mydas,21/12/2007,21,12,2007,41,,south,
Chelonia mydas,21/12/2007,21,12,2007,42,,south,
Caretta caretta,21/12/2007,21,12,2007,87,,south,
Caretta caretta,21/12/2007,21,12,2007,85,,south,
Caretta caretta,21/12/2007,21,12,2007,88,,south,
Caretta caretta,21/12/2007,21,12,2007,96,,south,
Caretta caretta,21/12/2007,21,12,2007,71,,south,
Caretta caretta,21/12/2007,21,12,2007,74,,south,
Caretta caretta,21/12/2007,21,12,2007,73,,south,
Caretta caretta,21/12/2007,21,12,2007,69,,south,
Caretta caretta,21/12/2007,21,12,2007,,,south,
Chelonia mydas,21/12/2007,21,12,2007,41,,south,
Chelonia mydas,21/12/2007,21,12,2007,38,,south,
Chelonia mydas,21/12/2007,21,12,2007,36,,south,
Chelonia mydas,21/12/2007,21,12,2007,39,,south,
Caretta caretta,21/12/2007,21,12,2007,74,,south,
Chelonia mydas,21/12/2007,21,12,2007,41,,south,
Chelonia mydas,22/12/2007,22,12,2007,43,,south,
Chelonia mydas,22/12/2007,22,12,2007,37,,south,
Chelonia mydas,22/12/2007,22,12,2007,35,,south,
Caretta caretta,22/12/2007,22,12,2007,75,,south,
Caretta caretta,22/12/2007,22,12,2007,95,,south,
Caretta caretta,22/12/2007,22,12,2007,64,,south,
Caretta caretta,22/12/2007,22,12,2007,,,south,
Caretta caretta,22/12/2007,22,12,2007,64,,south,
Caretta caretta,22/12/2007,22,12,2007,89,,south,
Caretta caretta,22/12/2007,22,12,2007,80,,south,
Caretta caretta,22/12/2007,22,12,2007,61,,south,
Caretta caretta,22/12/2007,22,12,2007,81,,south,
Caretta caretta,22/12/2007,22,12,2007,61,,south,
Chelonia mydas,22/12/2007,22,12,2007,38,,south,
Chelonia mydas,22/12/2007,22,12,2007,41,,south,
Chelonia mydas,22/12/2007,22,12,2007,39,,south,
Chelonia mydas,22/12/2007,22,12,2007,38,,south,
Chelonia mydas,22/12/2007,22,12,2007,37,,south,
Chelonia mydas,22/12/2007,22,12,2007,35,,south,
Chelonia mydas,22/12/2007,22,12,2007,41,Foto com rede/ nailon com rede emalhe na boca,south,
Chelonia mydas,22/12/2007,22,12,2007,35,,south,
Chelonia mydas,22/12/2007,22,12,2007,35,,south,
Chelonia mydas,19/1/2008,19,1,2008,39,,south,
Chelonia mydas,19/1/2008,19,1,2008,36.5,,south,
Chelonia mydas,19/1/2008,19,1,2008,37.5,,south,
Chelonia mydas,19/1/2008,19,1,2008,36,,south,
Chelonia mydas,19/1/2008,19,1,2008,40,,south,
Chelonia mydas,19/1/2008,19,1,2008,39,,south,
Chelonia mydas,19/1/2008,19,1,2008,38,coleta do trato,south,
Chelonia mydas,19/1/2008,19,1,2008,37.5,,south,
Chelonia mydas,19/1/2008,19,1,2008,37,,south,
Chelonia mydas,19/1/2008,19,1,2008,42,,south,
Chelonia mydas,19/1/2008,19,1,2008,35,,south,
Chelonia mydas,19/1/2008,19,1,2008,43.5,,south,
Chelonia mydas,19/1/2008,19,1,2008,39,,south,
Chelonia mydas,19/1/2008,19,1,2008,40.5,,south,
Caretta caretta,28/1/2008,28,1,2008,91,,south,
Caretta caretta,28/1/2008,28,1,2008,69,,south,
Caretta caretta,28/1/2008,28,1,2008,63,,south,
Caretta caretta,28/1/2008,28,1,2008,90,,south,
Caretta caretta,28/1/2008,28,1,2008,88,,south,
Caretta caretta,28/1/2008,28,1,2008,,,south,
Chelonia mydas,28/1/2008,28,1,2008,37,,south,
Caretta caretta,28/1/2008,28,1,2008,,,south,
Chelonia mydas,28/1/2008,28,1,2008,37.5,,south,
Chelonia mydas,28/1/2008,28,1,2008,53,,south,
Chelonia mydas,28/1/2008,28,1,2008,43.5,,south,
Chelonia mydas,28/1/2008,28,1,2008,37,,south,
Chelonia mydas,28/1/2008,28,1,2008,38,,south,
Chelonia mydas,28/1/2008,28,1,2008,41,,south,
Chelonia mydas,28/1/2008,28,1,2008,45,,south,
Chelonia mydas,28/1/2008,28,1,2008,36,,south,
Chelonia mydas,28/1/2008,28,1,2008,39,,south,
Chelonia mydas,28/1/2008,28,1,2008,42,,south,
Chelonia mydas,28/1/2008,28,1,2008,40,,south,
Chelonia mydas,28/1/2008,28,1,2008,39.5,,south,
Chelonia mydas,28/1/2008,28,1,2008,44,,south,
Caretta caretta,28/1/2008,28,1,2008,78.5,,south,
Caretta caretta,28/1/2008,28,1,2008,80,,south,
Caretta caretta,28/1/2008,28,1,2008,77,,south,
